"Record ID","Intake Date","Intake Channel","Business Category","Complaint Code","Business Unique ID","Business Name","Result Date","Result","Referred To","Contract Cancelled Amount","Refund Amount","Building Nbr","Street1","Unit Type","Apt/Suite","City","Postcode","Borough"
"068750-2025-CMPL","07/21/2025","311","Other","Non-Delivery of Goods - N01","BA-1740311-2025","Shipping Company","07/22/2025","Referred","Other",,,"9909","FOSTER AVE",,,"BROOKLYN","11236","Brooklyn"
"068824-2025-CMPL","07/21/2025","311","Specialized Vending License - MFV","Overcharge","BA-1740420-2025","Y2J. 405 Main St, Roosevelt Island, NY 10044","07/23/2025","Complaint Review Complete",,,,"401","MAIN ST",,,"NEW YORK","10044",
"068802-2025-CMPL","07/21/2025","311","Car Wash","Unlicensed","BA-1740390-2025","illegal car wash","07/22/2025","Referred","NYC Department of Sanitation",,,"12220","MERRILL ST",,,"JAMAICA","11434","Queens"
"068716-2025-CMPL","07/21/2025","311","Misc Non-Food Retail","Advertising/Misleading - A02","BA-1740267-2025","LA CASA MIA","07/21/2025","No Jurisdiction",,,,"1420","SHEEPSHEAD BAY RD",,,"BROOKLYN","11235","Brooklyn"
"068820-2025-CMPL","07/21/2025","311","Other","Advertising/Misleading - A02","BA-1740415-2025","MEMORIAL SLOAN KETTERING CANCER CENTER","07/22/2025","Complaint Review Complete",,,,"633","3RD AVE",,,"NEW YORK","10017","Manhattan"
"068712-2025-CMPL","07/21/2025","311","Misc Non-Food Retail","Advertising/Misleading - A02","BA-1740263-2025","KRISMIL BRIDAL","07/21/2025","Complaint Review Complete",,,,"1411","SHEEPSHEAD BAY RD",,,"BROOKLYN","11235","Brooklyn"
"068754-2025-CMPL","07/21/2025","311","Electronics Store","Billing Dispute - B02","BA-1740317-2025","Authorized Dealer Metro by T-mobile","07/22/2025","Insufficient Info Received",,,,"690","ALLERTON AVE",,,"BRONX","10467","Bronx"
"068779-2025-CMPL","07/21/2025","Email/Fax","Other",,"BA-1740353-2025","STEPFUL, INC.","07/21/2025","Referred","NYS Department of Education: Bureau of Proprietary School Supervision",,,"148","LAFAYETTE ST",,,"NEW YORK","10013","Manhattan"
"068726-2025-CMPL","07/21/2025","311","Misc Non-Food Retail","Advertising/Misleading - A02","BA-1740278-2025","PONCHOS GOURMET DELI GROCERY","07/22/2025","No Jurisdiction",,,,"1424","SHEEPSHEAD BAY RD",,,"BROOKLYN","11235","Brooklyn"
"068797-2025-CMPL","07/21/2025","311","Home Improvement Contractor","Lost/Stolen/Damaged Property","BA-1740381-2025","MOHAMMED HELAL DBAM HELAL","07/22/2025","Referred","Other",,,"280","14TH ST","APT","1C","BROOKLYN","11215","Brooklyn"
"068800-2025-CMPL","07/21/2025","311","Landlord or Real Estate Agent","Non-Delivery of Goods - N01; Fees or Surcharges Not Disclosed","BA-1740387-2025","Alan Jon Vannevel","07/22/2025","Complaint Review Complete",,,,"38","W 69TH ST",,,"NEW YORK","10023","Manhattan"
"068718-2025-CMPL","07/21/2025","311","Wholesale Food Market","Other - Z01","BA-1740270-2025","Global Farm Market Place","07/21/2025","Referred","Other",,,"1389","BROADWAY",,,"BROOKLYN","11221","Brooklyn"
"068756-2025-CMPL","07/21/2025","311","Other","Non-Delivery of Goods - N01","BA-1740318-2025","Trindago express shipping services INC","07/22/2025","Referred","Other",,,"9909","FOSTER AVE",,,"BROOKLYN","11236","Brooklyn"
"068760-2025-CMPL","07/21/2025","311","Tobacco Retail Dealer","Prohibited Item Sale to Minor","BA-1740323-2025","queens village convenient store","07/23/2025","Insufficient Info Received",,,,"21513","JAMAICA AVE",,,"QUEENS VILLAGE","11428","Queens"
"068755-2025-CMPL","07/21/2025","Email/Fax","Other",,,,"07/21/2025","Referred","Other",,,,,,,,,
"068758-2025-CMPL","07/21/2025","311","Car Wash","Unlicensed","BA-1740321-2025","Illegal car wash unregistered","07/22/2025","Referred","NYC Department of Sanitation",,,"903","35TH AVE",,,"ASTORIA","11106","Queens"
"068710-2025-CMPL","07/21/2025","311","Restaurant","Scale Inaccurate/Broken","BA-1740261-2025","Chipotle","07/21/2025","Referred","NYC Commission on Human Rights",,,"429","86TH ST",,,"BROOKLYN","11209","Brooklyn"
"068736-2025-CMPL","07/21/2025","311","Hardware-Retail","Non-Delivery of Goods - N01","BA-1740288-2025","Plumbing and Hardware store","07/22/2025","No Jurisdiction",,,,"2681","PITKIN AVE",,,"BROOKLYN","11208","Brooklyn"
"068815-2025-CMPL","07/21/2025","311","Misc Non-Food Retail","Exchange/Refund/Return","BA-1740407-2025","the basora corporation","07/22/2025","Referred","NYS Department of Financial Services",,,"2460","WEBSTER AVE",,,"BRONX","10458","Bronx"
"068733-2025-CMPL","07/21/2025","311","Home Improvement Contractor","Quality of Work - Q01","BA-1740285-2025","George","07/22/2025","Referred","NYC Department of Buildings",,,"495","WILLOW RD E","UNIT","1","STATEN ISLAND","10314","Staten Island"
"068753-2025-CMPL","07/21/2025","311","Landlord or Real Estate Agent","Broker Fee Charged","BA-1740316-2025","JPM Real Estate","07/22/2025","Complaint Review Complete",,,,"10435","QUEENS BLVD",,,"FOREST HILLS","11375","Queens"
"068734-2025-CMPL","07/21/2025","311","Salons And Barbershop","Advertising/Misleading - A02","BA-1740286-2025","Premium Barbershop","07/22/2025","Referred","NYC Police Department",,,"158","E 39TH ST",,,"NEW YORK","10016","Manhattan"
"068798-2025-CMPL","07/21/2025","Email/Fax","Drug Store Retail",,"BA-1740384-2025","Meghna Pharmacy","07/21/2025","Referred","NYS Department of Education: Office of Professional Discipline",,,"7706","101ST AVE",,,"OZONE PARK","11416","Queens"
"068778-2025-CMPL","07/21/2025","311","Restaurant","Door Open with Air Conditioning On","BA-1699390-2024","ANITA USA INC","07/23/2025","Complaint Review Complete",,,,"1561","2ND AVE",,,"NEW YORK","10028","Manhattan"
"068826-2025-CMPL","07/21/2025","311","Other","Damaged Goods - D01","BA-1740423-2025","GENYC REALTYGROUP","07/22/2025","No Jurisdiction",,,,"1360","PLIMPTON AVE",,,"BRONX","10452","Bronx"
"068782-2025-CMPL","07/21/2025","311","Landlord or Real Estate Agent","Broker Fee Charged","BA-1740360-2025","Domi Hanat","07/22/2025","Complaint Review Complete",,,,"52-25","GRAND AVENUE",,,"MASPETH","11378",
"068806-2025-CMPL","07/21/2025","311","Misc Non-Food Retail","Advertising/Misleading - A02","BA-1740397-2025","MEMORIAL SLOAN KETTERING CANCER CENTER","07/22/2025","Complaint Review Complete",,,,"633","3RD AVE",,,"NEW YORK","10017","Manhattan"
"068709-2025-CMPL","07/21/2025","311","Other","Advertising/Misleading - A02","BA-1740260-2025","JALEN MANAGEMENT","07/21/2025","Complaint Review Complete",,,,"2626","HOMECREST AVE",,,"BROOKLYN","11235","Brooklyn"
"068725-2025-CMPL","07/21/2025","311","Other","Advertising/Misleading - A02","BA-1740277-2025","APPLE BANK","07/22/2025","Complaint Review Complete",,,,"1421","SHEEPSHEAD BAY RD",,,"BROOKLYN","11235","Brooklyn"
"068757-2025-CMPL","07/21/2025","311","Salons And Barbershop","Advertising/Misleading - A02","BA-1740319-2025","BEAUTY STUDIO","07/22/2025","Referred","Other",,,"665","ALLERTON AVE",,,"BRONX","10467","Bronx"
"068715-2025-CMPL","07/21/2025","311","Misc Non-Food Retail","Advertising/Misleading - A02","BA-1740266-2025","ARM SHIPPING AND TRANSFER","07/21/2025","Complaint Review Complete",,,,"1418","SHEEPSHEAD BAY RD",,,"BROOKLYN","11235","Brooklyn"
"068781-2025-CMPL","07/21/2025","311","Tow Truck Company","Unsolicited/Unauthorized Services","BA-1740358-2025","JBLA Towing & Storage","08/21/2025","Requested Information Not Provided",,,,"2413","45TH ST",,,"ASTORIA","11103","Queens"
"068763-2025-CMPL","07/21/2025","Online","Hotel","Other - Z01","BA-1740327-2025","HOTEL NIRVANA","08/18/2025","Referred","Other",,,,"1202 37TH Ave",,,"Long Island City","11101","Queens"
"068743-2025-CMPL","07/21/2025","Online","Process Server Individual","Other - Z01","BA-1311715-2022","HUSAM NASER","08/14/2025","Referred",,,,"1185","E 51ST ST",,,"BROOKLYN","11234","Brooklyn"
"068803-2025-CMPL","07/21/2025","311","Gas Station-Retail","Exchange/Refund/Return","BA-1740392-2025","Shell Gas Station","08/21/2025","Requested Information Not Provided",,,,"265","NAGLE AVE",,,"NEW YORK","10034","Manhattan"
"068744-2025-CMPL","07/21/2025","Online","Process Serving Agency","Non-Delivery of Service - N02; Exchange/Refund/Return","BA-1540970-2022","Undisputed Legal Inc.","08/20/2025","Referred",,,,,"1 World Trade Ctr",,,"New York","10007","Manhattan"
"068772-2025-CMPL","07/21/2025","311","Tow Truck Company","Unsolicited/Unauthorized Services","BA-1740342-2025","Brooklyn Navy Yard","08/21/2025","Referred","Other",,,"302","2ND ST",,,"BROOKLYN","11215","Brooklyn"
"068770-2025-CMPL","07/21/2025","Online","Other","Other - Z01","BA-1740338-2025","LaserAway Williamsburg","08/19/2025","Referred","NYS Department of State",,,"89","N 4TH ST",,,"BROOKLYN","11249","Brooklyn"
"068740-2025-CMPL","07/21/2025","Online","Landlord or Real Estate Agent","Broker Fee Listed","BA-1295875-2022","KATHERINE PAPPAS","08/18/2025","Complaint Review Complete",,,,"8115","35TH AVE","APT","3E","JACKSON HEIGHTS","11372","Queens"
"068731-2025-CMPL","07/21/2025","Online","Landlord or Real Estate Agent","Required to Use  Agent; Broker Fee Listed","BA-1739156-2025","BRICK & GALO REALTY CORP","08/18/2025","Complaint Review Complete",,,,"256","BROOKLYN AVE",,,"BROOKLYN","11213","Brooklyn"
"068799-2025-CMPL","07/21/2025","311","Tow Truck Company","Unsolicited/Unauthorized Services","BA-1740386-2025","ITOW TOWING INC","08/21/2025","Requested Information Not Provided",,,,"5901","2ND AVE",,,"BROOKLYN","11220","Brooklyn"
"068724-2025-CMPL","07/21/2025","Online","Other","Other - Z01","BA-1740276-2025","Meta Platforms, Inc.","08/19/2025","Referred","Federal Trade Commission",,,,"BROADWAY",,,"New York","10003","Manhattan"
"068739-2025-CMPL","07/21/2025","311","Tow Truck Company","Unsolicited/Unauthorized Services","BA-1740293-2025","Brooklyn Express Towing Inc.","07/31/2025","Duplicate Complaint - DUP",,,,"4405","GLENWOOD RD",,,"BROOKLYN","11203","Brooklyn"
"068737-2025-CMPL","07/21/2025","311","Tow Truck Company","Contact Sign Not Posted","BA-1740289-2025","On Track Towing and Transport LLC","08/21/2025","Requested Information Not Provided",,,,"1771","MCDONALD AVE",,,"BROOKLYN","11230",
"068819-2025-CMPL","07/21/2025","311","Employment Agency","Exchange/Refund/Return","BA-1740413-2025","Robert Half","08/21/2025","Requested Information Not Provided",,,,"125","PARK AVE","FRNT","3","NEW YORK","10017","Manhattan"
"068809-2025-CMPL","07/21/2025","Online","Debt Collection Agency","Billing Dispute - B02","BA-1713707-2024","YSA ARM LLC","08/25/2025","Referred","Other",,,"1620","VAUXHALL RD",,,"UNION","07083",
"068751-2025-CMPL","07/21/2025","311","Appliances","Damaged Goods - D01","BA-1740312-2025","Kleaniview","08/21/2025","Requested Information Not Provided",,,,"3707","NOSTRAND AVE",,,"BROOKLYN","11235","Brooklyn"
"068746-2025-CMPL","07/21/2025","311","Landlord or Real Estate Agent","Broker Fee Charged","BA-1740298-2025","DOUGLAS ELLIMAN","08/21/2025","Requested Information Not Provided",,,,"280","METROPOLITAN AVE",,,"BROOKLYN","11211","Brooklyn"
"068786-2025-CMPL","07/21/2025","311","Auto Rental","Exchange/Refund/Return","BA-1740367-2025","buggy","08/21/2025","Requested Information Not Provided",,,,"445","EMPIRE BLVD",,,"BROOKLYN","11225","Brooklyn"
"068817-2025-CMPL","07/21/2025","Online","Landlord or Real Estate Agent","Fees or Surcharges Not Disclosed","BA-1735088-2025","CITYWIDE APARTMENTS INC","08/20/2025","Complaint Review Complete",,,,,"555 8TH Ave Rm 2310",,,"New York","10018",
"068749-2025-CMPL","07/21/2025","Online","Restaurant","Overcharge","BA-1408050-2022","MURRAY'S BAGELS CORP","08/21/2025","Complaint Review Complete",,,,"500","AVENUE OF THE AMERICAS",,,"NEW YORK","10011","Manhattan"
"068761-2025-CMPL","07/21/2025","Online","Appliances","Defective Goods - D02","BA-1740324-2025","Midea America Corp.","08/18/2025","Referred","Other",,,"220","CONGRESS ST",,,"BROOKLYN","11201","Brooklyn"
"068825-2025-CMPL","07/21/2025","311","Landlord or Real Estate Agent","Broker Fee Charged","BA-1740421-2025","CRC Realty","08/22/2025","Complaint Review Complete",,,,"19408","116TH AVE",,,"SAINT ALBANS","11412","Queens"
"068745-2025-CMPL","07/21/2025","Online","Tow Truck Company","Billing Dispute - B02","BA-1723951-2025","quality automotive services inc","08/18/2025","Referred","Other",,,"12228","FARMERS BLVD",,,"JAMAICA","11413","Queens"
"068788-2025-CMPL","07/21/2025","311","Tow Truck Company","Receipt Incomplete/Inaccurate/Not Given","BA-1740370-2025","787 automotive inc","08/21/2025","Requested Information Not Provided",,,,"1042","LOWELL ST",,,"BRONX","10459","Bronx"
"068732-2025-CMPL","07/21/2025","Online","Health Spa","Other - Z01","BA-1480818-2022","SYNERGY FITNESS CLUBS","08/19/2025","Referred","NYC Department of Buildings",,,"1781","2ND AVE",,,"NEW YORK","10128","Manhattan"
"068766-2025-CMPL","07/21/2025","311","Auto Rental","Advertising/Misleading - A02","BA-1740332-2025","Avis rental car","08/21/2025","Requested Information Not Provided",,,,"220","W 31ST ST",,,"NEW YORK","10001","Manhattan"
"068769-2025-CMPL","07/21/2025","311","Electronics Store","Billing Dispute - B02","BA-1740337-2025","Metro T-Mobile","08/21/2025","Requested Information Not Provided",,,,"267","E 167TH ST",,,"BRONX","10456","Bronx"
"068816-2025-CMPL","07/21/2025","311","Wearing Apparel","Exchange/Refund/Return","BA-1740408-2025","Pretty Girl","08/21/2025","Requested Information Not Provided",,,,"270","E FORDHAM RD",,,"BRONX","10458","Bronx"
"068765-2025-CMPL","07/21/2025","311","Tow Truck Company","Unsolicited/Unauthorized Services","BA-1740331-2025","TOWING DEALS  24/7","08/21/2025","Requested Information Not Provided",,,,"4616","53RD AVE",,,"MASPETH","11378",
"068728-2025-CMPL","07/21/2025","311","Pedicab Business","Overcharge","BA-1736532-2025","MEHMET HATA","07/29/2025","Wrong Business and Null and Void - NUL",,,,"2001","GRAND AVE","APT","2B","NORTH BERGEN","07047","Outside NYC"
"068813-2025-CMPL","07/21/2025","311","Other","Unlicensed","BA-1740406-2025","Uknown","07/28/2025","Referred","Other",,,"3428","JEROME AVE",,,"BRONX","10467","Bronx"
"068780-2025-CMPL","07/21/2025","Online","Other","Other - Z01","BA-1740356-2025","Centers plan for healthy living","08/19/2025","Referred","Other",,,"990","STEWART AVE",,,"GARDEN CITY","11530",
"068808-2025-CMPL","07/21/2025","311","Tow Truck Company","Billing Dispute - B02; Overcharge","BA-1740399-2025","BEAR TRANSPORTATION LLC","08/21/2025","Requested Information Not Provided",,,,"953","COLGATE AVE",,,"BRONX","10473","Bronx"
"068711-2025-CMPL","07/21/2025","311","Wearing Apparel","Exchange/Refund/Return","BA-1740262-2025","anime figure egg","08/20/2025","Requested Information Not Provided",,,,,"40-16 UNION STREET",,"unit 111112","FLUSHING","11354","Queens"
"068768-2025-CMPL","07/21/2025","Email/Fax","Immigration Service Provider",,"BA-1740336-2025","ADILAH DIBBA CORP","08/20/2025","Requested Information Not Provided",,,,"1231","LAFAYETTE AVE",,,"BRONX","10474","Bronx"
"068764-2025-CMPL","07/21/2025","Online","Specialized Vending License - MFV","In Prohibited Area","BA-1740330-2025","BARAKA HALAL FOOD INC","08/18/2025","Referred","NYC Department of Sanitation",,,,"3438 58TH St Ste 3F",,,"Woodside","11377",
"068722-2025-CMPL","07/21/2025","Online","Secondhand Dealer - Auto","Other - Z01","BA-1740275-2025","KAVEH LECHAIM LLC","08/18/2025","Referred","NYS Office of the Attorney General",,,"17007","88TH AVE",,,"JAMAICA","11432","Queens"
"068735-2025-CMPL","07/21/2025","311","Misc Non-Food Retail","Price Not Posted","BA-1740287-2025","Fulton Lawrence Parking LLC","08/21/2025","Requested Information Not Provided",,,,"111","LAWRENCE ST",,,"BROOKLYN","11201","Brooklyn"
"068698-2025-CMPL","07/20/2025","Online","Tow Truck Company","Overcharge","BA-1743364-2025","TOP TIER AUTOMOTIVE INC","10/03/2025","Advised to Sue - ATS",,,,"606","NEPTUNE AVE",,,"BROOKLYN","11224","Brooklyn"
"068672-2025-CMPL","07/20/2025","Online","Employment Agency","Exchange/Refund/Return","BA-1740222-2025","Construction & General Building Laborers Local 79","09/19/2025","Requested Information Not Provided",,,,,"131 W 33RD St FL 7",,,"New York","10001",
"068665-2025-CMPL","07/20/2025","311","Booting Company","Exchange/Refund/Return; Unsolicited/Unauthorized Services","BA-1312869-2022","KNIGHTS COLLISION EXPERTS, INC.","09/24/2025","Advised to Sue - ATS",,,,"2000","EASTERN PKWY",,,"BROOKLYN","11233","Brooklyn"
"068707-2025-CMPL","07/20/2025","Online","Locksmith","Receipt Incomplete/Inaccurate/Not Given; Exchange/Refund/Return","BA-1745447-2025","Empire Locksmith NYC","08/29/2025","Cash Amount - AMT",,,"$870","67","W 109TH ST","APT","1B","NEW YORK","10025","Manhattan"
"068685-2025-CMPL","07/20/2025","Online","Restaurant","Exchange/Refund/Return","BA-1740235-2025","ELSIE ROOFTOP","09/14/2025","Requested Information Not Provided",,,,"1412","BROADWAY",,,"NEW YORK","10018","Manhattan"
"068676-2025-CMPL","07/20/2025","Online","Other","Receipt Incomplete/Inaccurate/Not Given","BA-1740227-2025","Brooklyn Cyclones","09/19/2025","Requested Information Not Provided",,,,,"Brooklyn Cyclones",,,"Coney Island","11224","Brooklyn"
"068664-2025-CMPL","07/20/2025","Online","Restaurant","Overcharge; Exchange/Refund/Return","BA-1740214-2025","Rocco's Sports & Recreation","09/26/2025","No Consumer Response - NCR",,,,"1","W 3RD ST",,,"NEW YORK","10012","Manhattan"
"068701-2025-CMPL","07/20/2025","311","Restaurant","Price Gouging","BA-1740253-2025","Nueva Puerta Del Sol","08/20/2025","Requested Information Not Provided",,,,"7116","18TH AVE",,,"BROOKLYN","11204","Brooklyn"
"068708-2025-CMPL","07/20/2025","311","Locksmith","Exchange/Refund/Return","BA-1740259-2025","Iosebi Mdzeluri Corp","08/20/2025","Requested Information Not Provided",,,,"81","S MAIN ST",,,"PITTSTON","18640",
"068663-2025-CMPL","07/20/2025","311","Retail Laundry","Non-Delivery of Goods - N01","BA-1740213-2025","Fsrn Laundry Mat","07/22/2025","Complaint Review Complete",,,,"213","CORTELYOU RD",,,"BROOKLYN","11218","Brooklyn"
"068655-2025-CMPL","07/20/2025","311","Wearing Apparel","Overcharge","BA-1740205-2025","Dong Dae Mun Mall","07/21/2025","Insufficient Info Received",,,,,"40-16 UNION STREET",,"111-2","FLUSHING","11354","Queens"
"068659-2025-CMPL","07/20/2025","311","Misc Non-Food Retail","Exchange/Refund/Return","BA-1740209-2025","Smoke Shop","07/21/2025","Referred","NYC Department of Health & Mental Hygiene",,,"1500","SHEEPSHEAD BAY RD",,,"BROOKLYN","11235","Brooklyn"
"068673-2025-CMPL","07/20/2025","311","Other","Advertising/Misleading - A02","BA-1740223-2025","BARBERSHOP EFENDI","07/21/2025","No Jurisdiction",,,,"1415","SHEEPSHEAD BAY RD",,,"BROOKLYN","11235","Brooklyn"
"068695-2025-CMPL","07/20/2025","311","Misc Non-Food Retail","Door Open with Air Conditioning On","BA-1739035-2025","The Alchemy Chelsea Cannabis Store","07/22/2025","Complaint Review Complete",,,,"302","8TH AVE",,,"NEW YORK","10001","Manhattan"
"068677-2025-CMPL","07/20/2025","311","Stoop Line Stand","Sidewalk Blocked","BA-1740228-2025","982 FINEST DELI CORP","07/21/2025","Referred","NYC Department of Sanitation",,,"982","2ND AVE",,,"NEW YORK","10022","Manhattan"
"068654-2025-CMPL","07/20/2025","311","Restaurant","Overcharge","BA-1740204-2025","new shun wei","07/21/2025","Insufficient Info Received",,,,"45","CATHERINE ST",,,"NEW YORK","10038","Manhattan"
